0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.6256	-0.5211	0.1389	0.0000	0.0000	0.0000
1.2512	-0.6746	0.2779	0.0000	0.0000	0.0000
1.6319	-1.3182	-0.1958	0.0000	0.0000	0.0000
1.6696	-1.8393	-0.6695	0.0000	0.0000	0.0000
1.8297	-2.4829	-0.7756	0.0000	0.0000	0.0000
2.2105	-3.8371	-2.3029	0.0000	0.0000	0.0000
2.8363	-4.8237	-3.3646	0.0000	0.0000	0.0000
3.8295	-5.0997	-3.2256	0.0000	0.0000	0.0000
4.8220	-5.2533	0.6133	0.0000	0.0000	0.0000
4.8594	-5.5294	1.4627	0.0000	0.0000	0.0000
4.1622	-5.0949	-0.3097	0.0000	0.0000	0.0000
3.1216	-3.9498	-0.0485	0.0000	0.0000	0.0000
2.0809	-2.4372	0.9232	0.0000	0.0000	0.0000
1.0404	-0.9246	0.8169	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
